Timestep,Traffic_Light_ID,State,Phase_Duration,Traffic_Light_1_2,Traffic_Light_3_4,Zebra_Crossing_Light
204,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
204,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
205,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
205,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
206,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
206,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
207,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
207,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
208,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
208,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
209,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
209,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
210,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
210,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
211,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
211,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
212,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
212,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
213,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
213,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
214,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
214,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
215,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
215,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
216,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
216,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
217,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
217,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
218,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
218,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
219,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
219,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
220,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
220,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
221,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
221,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
222,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
222,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
223,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
223,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
224,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
224,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
225,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
225,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
226,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
226,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
227,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
227,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
228,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
228,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
229,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
229,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
230,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
230,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
231,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
231,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
232,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
232,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
233,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
233,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
234,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
234,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
235,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
235,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
236,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
236,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
237,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
237,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
238,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
238,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
239,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
239,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
240,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
240,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
241,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
241,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
242,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
242,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
243,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
243,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
244,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
244,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
245,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
245,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
246,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
246,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
247,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
247,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
248,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
248,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
249,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
249,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
250,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
250,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
251,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
251,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
252,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
252,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
253,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
253,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
254,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
254,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
255,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
255,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
256,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
256,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
257,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
257,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
258,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
258,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
259,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
259,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
260,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
260,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
261,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
261,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
262,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
262,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
263,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
263,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
264,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
264,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
265,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
265,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
266,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
266,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
267,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
267,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
268,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
268,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
269,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
269,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
270,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
270,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
271,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
271,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
272,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
272,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
273,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
273,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
274,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
274,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
275,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
275,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
276,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
276,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
277,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
277,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
278,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
278,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
279,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
279,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
280,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
280,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
281,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
281,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
282,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
282,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
283,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
283,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
284,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
284,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
285,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
285,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
286,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
286,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
287,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
287,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
288,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
288,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
289,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
289,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
290,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
290,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
291,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
291,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
292,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
292,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
293,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
293,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
294,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
294,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
295,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
295,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
296,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
296,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
297,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
297,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
298,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
298,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
299,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
299,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
300,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
300,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
301,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
301,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
302,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
302,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
303,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
303,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
304,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
304,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
305,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
305,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
306,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
306,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
307,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
307,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
308,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
308,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
309,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
309,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
310,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
310,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
311,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
311,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
312,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
312,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
313,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
313,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
314,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
314,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
315,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
315,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
316,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
316,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
317,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
317,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
318,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
318,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
319,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
319,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
320,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
320,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
321,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
321,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
322,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
322,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
323,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
323,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
324,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
324,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
325,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
325,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
326,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
326,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
327,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
327,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
328,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
328,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
329,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
329,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
330,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
330,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
331,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
331,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
332,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
332,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
333,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
333,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
334,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
334,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
335,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
335,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
336,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
336,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
337,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
337,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
338,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
338,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
339,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
339,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
340,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
340,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
341,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
341,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
342,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
342,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
343,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
343,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
344,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
344,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
345,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
345,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
346,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
346,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
347,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
347,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
348,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
348,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
349,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
349,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
350,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
350,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
351,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
351,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
352,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
352,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
353,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
353,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
354,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
354,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
355,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
355,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
356,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
356,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
357,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
357,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
358,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
358,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
359,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
359,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
360,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
360,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
361,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
361,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
362,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
362,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
363,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
363,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
364,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
364,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
365,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
365,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
366,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
366,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
367,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
367,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
368,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
368,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
369,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
369,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
370,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
370,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
371,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
371,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
372,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
372,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
373,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
373,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
374,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
374,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
375,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
375,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
376,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
376,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
377,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
377,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
378,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
378,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
379,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
379,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
380,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
380,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
381,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
381,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
382,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
382,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
383,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
383,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
384,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
384,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
385,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
385,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
386,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
386,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
387,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
387,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
388,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
388,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
389,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
389,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
390,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
390,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
391,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
391,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
392,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
392,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
393,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
393,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
394,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
394,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
395,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
395,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
396,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
396,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
397,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
397,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
398,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
398,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
399,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
399,cluster_664446535_8507351666,yyrrr,3.0,yy,rr,r
400,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
400,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
401,cluster_11502623497_1177160337,yyrrr,3.0,yy,rr,r
401,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
402,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
402,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
403,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
403,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
404,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
404,cluster_664446535_8507351666,rrGGG,42.0,rr,GG,G
405,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
405,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
406,cluster_11502623497_1177160337,rrGGg,42.0,rr,GG,g
406,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
407,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
407,cluster_664446535_8507351666,rryyy,3.0,rr,yy,y
408,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
408,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
409,cluster_11502623497_1177160337,rryyy,3.0,rr,yy,y
409,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
410,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
410,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
411,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
411,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
412,cluster_11502623497_1177160337,GGrrr,42.0,GG,rr,r
412,cluster_664446535_8507351666,GGrrr,42.0,GG,rr,r
